job_skill,frequency
Podstawowa znajomość języków programowania lub skryptów (mile widziane: PHP,1
proaktywność w rozwiązywaniu problemów.,1
Doświadczenie w pracy z platformami marketplace (Amazon,1
Kaufland,1
Znajomość systemów ERP i/lub CMS (np. WooCommerce,1
I-do sell shop,1
Redcart),1
Znajomość języka angielskiego w stopniu umożliwiającym pracę z dokumentacją techniczną.,1
doświadczenie min. 3 lata w obszarze HR na stanowisku HR Business Partnera lub HR Managera w branży produkcyjnej,1
wykształcenie kierunkowe (ZZL,1
orientacja na cele biznesowe firmy,1
w tym umiejętność zbadania,1
rozpoznania i zarekomendowania rozwiązań dla biznesu,1
doświadczenie w zakresie projektowania szkoleń i warsztatów oraz w zakresie ich prowadzenia,1
przygotowywania danych i raportów,1
wiedza z zakresu HR w obszarach rekrutacji,1
szkoleń oraz oceny pracowniczej,1
dobra znajomość prawa pracy oraz doświadczenie w praktycznym wykorzystaniu tej wiedzy,1
komunikatywność i asertywność,1
umiejętność rozwiązywania problemów.,1
Doświadczenie zawodowe w obszarze HR i administracji,1
w tym w roli menedżerskiej.,1
Znajomość przepisów prawa pracy oraz najlepszych praktyk HR.,1
Doskonałe umiejętności interpersonalne i zdolność efektywnej współpracy z pracownikami i partnerami zewnętrznymi.,1
Wysoka organizacja pracy,1
dbałość o szczegóły i terminowość.,1
Umiejętność zarządzania wrażliwymi kwestiami z zachowaniem poufności i profesjonalizmu.,1
Silne umiejętności przywódcze i podejmowania decyzji.,1
Bardzo dobra znajomość języka angielskiego (zarówno w mowie,1
Posiadasz wykształcenie wyższe lub jesteś na ostatnim roku studiów na kierunku Inżynieria Produkcji,1
Zarządzanie Jakością lub pokrewnych,1
Jesteś dyspozycyjny 40h w tygodniu w godzinach 8-16,1
Interesujesz się tematyką związaną z procesami produkcyjnymi,1
Lubisz pracować z dokumentami i danymi,1
ale nie jest Ci także obca praca z ludźmi,1
Linux kernel and BSP programming experience (e.g.,1
Doświadczenie w pracy z dokumentacją w oparciu o normy ISO,1
Praktyczna umiejętność obsługi systemów SAP oraz MOM,1
Znajomość języka angielskiego na poziomie umożliwiającym swobodną komunikację (B1).,1
Minimum 2 years of experience in accounting (preferably in the Accounts Receivable area),1
Familiarity with SAP system is an advantage,1
English and German at minimum B2+ level,1
Strong team collaboration skills,1
Mile widziane doświadczenie w branży medycznej,1
Znajomość narzędzi i aplikacji: zaawansowany Excel z VBA,1
Umiejętność pracy na dużych zbiorach danych (analiza,1
interpretacja i wyciąganie wniosków),1
Komunikatywność i otwartość na współpracę z innymi zespołami,1
Mile widziane doświadczenie z SQL oraz SAS,1
drivers,1
umiejętność rozmowy z Klientem,1
Bardzo dobra wiedza z zakresu T-SQL,1
device tree),1
Znajomość któregoś z języków programowania: C#,1
Praktyczna znajomość metodyk Agile.,1
5 years of experience in project management,1
fast-paced environment (e.g. startup/scaleup) as another potential background,1
Key competences: Project and program management,1
problem management,1
Proven communication and stakeholder management capabilities,1
Proficient with project management tools and methodologies as well as collaboration tools,1
Skilled in data analysis,1
reporting and presentation,1
Fluent in English  (both spoken and written),1
Experience in cross-border teams collaboration,1
Familiarity with cultural integration or change management,1
Minimum 7 lat doświadczenia zawodowego w dziale finansowym w firmie produkcyjnej (preferowane doświadczenie w kontrolingu finansowym),1
Umiejętność praktycznego stosowania zasad sprawozdawczości finansowej,1
Doświadczenie w planowaniu i monitorowaniu budżetu i planów finansowych spółki,1
Doświadczenie w analizach rentowności różnych obszarów działalności firmy (np. produktów,1
kanałów dystrybucji,1
klientów,1
zakupów),1
Doświadczenie w bezpośredniej współpracy z właścicielami firmy,1
Doświadczenie w prowadzeniu szczegółowej analityki kosztów projektów oraz analizy opłacalności inwestycji,1
Praktyczna znajomość metodyki VSM,1
Doświadczenie we wdrażaniu systemu ERP będzie dodatkowym atutem,1
Biegła znajomość MS Excel oraz pozostałych aplikacji pakietu MS Office,1
Praktyczna znajomość programów finansowo-księgowych,1
Bardzo dobre umiejętności analityczne i numeryczne,1
Wykształcenie wyższe ekonomiczne (preferowana specjalizacja: finanse i rachunkowość).,1
minimum 7 lat doświadczenia w zarządzaniu produkcją na stanowiskach kierowniczych/dyrektorskich,1
doświadczenie w zarządzaniu budżetami produkcyjnymi,1
praktyczne doświadczenie we wdrażaniu KPI w procesach produkcyjnych (OEE,1
MTTR itp.),1
znajomość systemów zarządzania jakością ISO,1
mile widziana znajomość BRCGS,1
praktyczna znajomość metod Lean Manufacturing,1
Kaizen (w tym mile widziane doświadczenie z VSM i SMED),1
bardzo dobra znajomość teoretyczna i praktyczna filozofii 5S,1
znajomość metodyki Kanban i Visual Managament,1
doświadczenie we wdrażaniu ERP na produkcji,1
doświadczenie we wdrażaniu i realizacji projektów rozwojowych,1
zarządzanie i kierowanie zespołami pracowników,1
bardzo dobra znajomość MS Excel oraz pakietu MS Office,1
preferowane wykształcenie wyższe – techniczne lub z zakresu zarządzania produkcją.,1
praktyczna znajomość TPM.,1
Wykształcenie wyższe kierunek Technologia żywności i żywienia człowieka (lub podobny),1
Co najmniej 5 lat doświadczenia w przemyśle spożywczym lub farmaceutycznym,1
Dobra znajomość systemów zarządzania bezpieczeństwem żywności (np. HACCP,1
EG-Öko,1
ISO 22000 itp.),1
Doskonałe umiejętności współpracy,1
szczególnie z zespołami produkcyjnymi i operacyjnymi oraz zarządzania zespołem,1
Google Workspace lub podobnych narzędzi,1
Biegła znajomość języka polskiego oraz bardzo dobra języka angielskiego,1
Ważne prawo jazdy i gotowość do okazjonalnych podróży służbowych,1
Min. 2 letnie doświadczenie na pokrewnym stanowisku,1
Znajomość języka angielskiego min. B1 w mowie i piśmie – warunek konieczny,1
Kreatywność i otwartość do tworzenia ciekawych i nieszablonowych rozwiązań,1
Otwartość na zmiany i nowe wyzwania,1
samodzielność w działaniu i odpowiedzialność za powierzone zadania,1
Znajomość PowerQuery,1
PowerBi,1
Minimum 2 lata doświadczenia na podobnym stanowisku w obszarze analiz biznesowych lub kontrolingu,1
Bardzo dobra znajomość MS Excel (w tym Power Query,1
Doświadczenie w pracy z systemami ERP oraz narzędziami BI (Power BI),1
Umiejętność analitycznego myślenia oraz interpretowania danych biznesowych,1
Znajomość procesów budżetowania,1
raportowanie i analizy odchyleń,1
Prawo jazdy kategorii B oraz gotowość do częstych podróży służbowych (4 dni w tygodniu),1
Umiejętność samodzielnego prowadzenia czynności kontrolnych,1
badań jakości sprzedaży oraz sporządzania dokumentacji z prowadzonych działań,1
Kompetencje w zakresie analitycznego myślenia,1
w tym analizy dużych zasobów danych o złożonej strukturze oraz zwięzłego i klarownego formułowania myśli w mowie i w piśmie,1
dokładność i umiejętność pracy pod presją czasu,1
Doświadczenie zawodowe w sektorze finansowym lub/i ubezpieczeń będzie atutem.,1
Minimum rok doświadczenia w rekrutacjach na stanowiska niższego szczebla (praca tymczasowa),1
Bardzo dobra znajomość języka ukraińskiego i rosyjskiego oraz co najmniej komunikatywna znajomość języka polskiego,1
Swobodne poruszanie się po portalach społecznościowych i komunikatorach (Facebook,1
Strong problem-solving abilities and collaborative mindset,1
Deep understanding of Linux internals,1
Proficiency in Zephyr RTOS development,1
2+ years of experience with Xen Hypervisor integration and development,1
komunikatywność oraz dobra organizacja pracy,1
Przebojowość,1
zaangażowanie i kreatywność.,1
doświadczenie w instytucji finansowej i ogólne zrozumienie regulacji rynku płatniczego,1
mile widziana znajomość wytycznych i rekomendacji KNF dla krajowych instytucji płatniczych,1
umiejętność rozwiązywania problemów i proponowania konstruktywnych rozwiązań,1
znajomość języka angielskiego na poziomie zaawansowanym (warunek konieczny ze względu na pracę z dokumentami w języku angielskim),1
otwartość na wyzwania i dynamicznie zmieniające się potrzeby organizacji,1
chęć do rozwoju,1
Znajomość języka polskiego w stopniu komunikatywnym w mowie i piśmie - warunek konieczny,1
7+ years of experience in Linux System Engineering and software development,1
Spostrzegawczość i dokładność,1
Doświadczenie zawodowe w obszarze jakości,1
Znajomość branży poligraficznej,1
Wykształcenie wyższe o specjalizacji Technologa w przemyśle spożywczym,1
Znajomość materiałów i rozwiązań stosowanych w branży mięsnej,1
Doskonała organizacja własnego czasu pracy oraz umiejętność pracy w zespole,1
Znajomość programów Microsoft Excel,1
SAP Biznes One,1
Experience in a lead role will be a big advantage,1
Umiejętność pracy pod presją czas,1
minimum 2- letnie doświadczenie w pracy na podobnym stanowisku zdobyte w instytucjach finansowych,1
firmach technologicznych lub consultingu,1
wysokie umiejętności analityczne i doświadczenie w tworzeniu dokumentacji projektowej,1
doświadczenie w samodzielnym prowadzeniu projektów w szczególności związanych z rozwojem systemów IT,1
mapowaniu procesów,1
prowadzeniu warsztatów,1
wytwarzaniu dokumentacji procesowej,1
skrupulatność i dokładność w zakresie prowadzenia uzgodnień procesowo-projektowych,1
doświadczenie we współpracy z jednostkami biznesowymi,1
wsparcia i innymi,1
doświadczenie we współpracy z partnerami zewnętrznymi przy wdrażaniu wspólnych inicjatyw i projektów,1
zainteresowanie nowoczesnymi technologiami,1
działalnością przedsiębiorstw w Internecie,1
proaktywna postawa i wytrwałość w dążeniu do celu,1
komunikatywność oraz umiejętność negocjacji,1
skrupulatności i rzetelności,1
doskonała organizacja czasu pracy.,1
3+ years of experience in production operations for a SaaS (Software as a Service) or cloud service provider,1
Experience automating infrastructure through code using technologies such as Pulumi or Terraform,1
Experience with GitHub Actions,1
Experience with a breadth and depth of public cloud services,1
Experience building and supporting enterprise SaaS products,1
Understanding of the principles of operational excellence in a SaaS environment.,1
Possessing scripting skills in languages like Bash or Python,1
Understanding and experience implementing secure design principles in the cloud,1
Demonstrated ability to learn new technologies quickly and implement those technologies in a pragmatic manner,1
A strong bias toward action and direct,1
frequent communication,1
A university degree in a technical field,1
Experience with high-level programming languages such as Go,1
SaaS solutions,1
doświadczenie zawodowe w obszarze zarządzania ryzykiem (identyfikacja,1
reakcja na ryzyko) i/lub compliance i/lub ESG,1
znajomość pakietu MS Office (Excel,1
PowerPoint) na poziomie co najmniej średniozaawansowanym,1
umiejętność pracy pod presją czasu i ustalania priorytetów,1
mile widziane doświadczenie w przygotowywaniu sprawozdań zrównoważonego rozwoju,1
mile widziane doświadczenie w prowadzeniu projektów oraz szkoleń z obszaru ryzyka,1
compliance lub ESG,1
znajomość języka angielskiego na poziomie B2 będzie dodatkowym atutem.,1
Graduated from a Business School,1
Engineering School,1
or University,1
with a major in Management Control/Finance/Audit,1
Min 3 years of professional experience as Senior Controller in Manufacturing Finance,1
Supply Chain or Procurement Finance,1
ideally in the FMCG/Pharma sector,1
Working knowledge of ERP systems,1
such as SAP or similar platforms (SAP S/4 HANA will be a plus),1
Strong communication skills in English (min B2/C1),1
and comfortable working with large data sets and financial modeling,1
A strategic thinker who can provide insights and recommendations to optimize operations and drive business improvements,1
Expertise in C programming using gcc and clang,1
Background in Linux kernel and BSP development for drivers and device trees,1
and leadership,1
Proven ability to deliver results through others,1
Strong problem-solving capabilities and ability to collaborate effectively,1
Understanding of Linux internals,1
Wyższe wykształcenie (mile widziane wykształcenie kierunkowe),1
Minimum 2 letnie doświadczenie zawodowe zdobyte w dziale księgowości,1
Praktyczna znajomość aktualnych przepisów prawa,1
sumienność i zaangażowanie.,1
min 5 lat doświadczenia na stanowisku devops inżyniera,1
praktyczna znajomość technologii - Docker,1
doświadczenie w zarzadzaniu wersja kodu (np. Gitlab),1
umiejętność pracy z systemami kolejkowymi (Apache Kafka),1
znajomość narzędzi orkiestracji danych (np. Airflow),1
umiejętność programowania w Python,1
znajomość Microsoft Azure,1
Wykształcenie średnie lub wyższe (logistyka lub pokrewne),1
Doświadczenie w pracy na stanowisku kierowniczym,1
Umiejętność obsługi systemów magazynowych,1
Znajomość programów ERP,1
Znajomość procesów magazynowych oraz operacji z nimi związanych,1
Umiejętność zarządzania zadaniami oraz czasem pracy,1
min. 3 letnie doświadczenie na stanowisku kontrolera / analityka finansowego / audytora,1
podatki),1
znajomość zagadnień księgowych oraz rachunkowości finansowej i zarządczej,1
doświadczenie w pracy w grupie spółek (rozliczenia między spółkami w grupie) - warunek konieczny!,1
kompetencje interpersonalne i komunikacyjne,1
otwartość na pracę stacjonarną,1
Min. 5 lat doświadczenia obszarze reklamacji klienckich,1
Wykształcenie wyższe (preferowane obszary: ekonomia,1
Umiejętność tworzenia i wdrażania procedur oraz standardów w obszarze reklamacji,1
Doświadczenie w pracy z regulatorami i instytucjami nadzoru,1
Znajomość zasad funkcjonowania instytucji finansowych i procesów obsługi klienta,1
Doświadczenie na stanowiskach menedżerskich,1
Doświadczenie w zakresie tworzenia produktów ubezpieczeń masowych majątkowych,1
Doświadczenie w zakresie zarządzania portfelem ubezpieczeń majątkowych,1
Znajomość rynku ubezpieczeń majątkowych,1
w tym trendów i wyzwań regulacyjnych,1
Doświadczenie w zarządzaniu zespołami i prowadzeniu projektów,1
Doświadczenie w pracy z analizą danych i przygotowywaniem zestawień i raportów,1
umiejętność wyciągania wniosków i znajdowania rozwiązań,1
Zaawansowana znajomość programu MS Excel: tworzenie i formatowanie tabel przestawnych,1
tworzenie wykresów i wykresów przestawnych,1
formatowanie warunkowe,1
formuły wyszukiwania,1
logiczne i tekstowe,1
zaangażowanie i zorientowanie na cele,1
Minimum of 5 years of experience in marketing,1
preferably within real estate area,1
Strong understanding of digital marketing and social media platforms.,1
Proven ability to manage multiple projects and meet deadlines.,1
Creative thinker with strong analytical skills.,1
Proficiency in marketing software and tools.,1
Budowanie i kierowanie zgranym zespołem,1
Myślenie analityczne i biznesowe – rozumienie różnicy między kosztem a zyskiem,1
Umiejętność komunikowania się językiem korzyści i prezentowania rozwiązań,1
Skuteczne delegowanie zadań i egzekwowanie realizacji,1
Aktywny udział w spotkaniach kadry kierowniczej – w tym prezentowanie autorskich koncepcji,1
Odpowiedzialność za powierzony sprzęt,1
komponenty i dokumentację,1
Several years experience in SAP SD and MM-PUR,1
EDI experience,1
ABAP knowledge would be a benefit,1
Process Know-How in SD and Purchasing area,1
Interest in new technologies,1
Strong communication skills and solution-oriented approach,1
min. 3 lata doświadczenia w pracy na podobnym stanowisku w firmie z branży przemysłowej,1
wykształcenie techniczne obligatoryjne min. metrolog,1
automatyk,1
mechatronik,1
umiejętność posługiwania się podstawowymi narzędziami pomiarowymi (mikrometr,1
twardościomierz,1
grubościomierz ultradźwiękowy,1
proflilometr),1
umiejętność posługiwania się współrzędnościowym ramieniem pomiarowym,1
znajomość i obsługa pakietu MS Office,1
orientacja na realizację celów,1
dyspozycyjność do pracy w systemie 2 zmianowym,1
osoba w trakcie studiów zaocznych lub absolwenci kierunków m.in. Psychologia,1
Socjologa,1
proaktywność i zaangażowanie,1
znajomość pakietu MS Office - w szczególności Excel oraz Power Point,1
Zainteresowanie marketingiem internetowym (Google Ads,1
Umiejętność wyszukiwania i analizy słów kluczowych.,1
Kreatywność w budowaniu linków i realizacji zadań SEO.,1
Dobra organizacja pracy i umiejętność współpracy zespołowej.,1
Chęć do nauki i poszerzania swoich kompetencji.,1
Znajomość narzędzi takich jak: Google Search Console,1
Google Moja Firma,1
Surferseo,1
SeoStation,1
Majestic.,1
Certyfikat Google Ads.,1
Podstawowa znajomość HTML i CSS.,1
Znajomość systemu ClickUp.,1
Dobra znajomość paradygmatów programowania obiektowego (C#,1
.NET),1
Dobra znajomość relacyjnych baz danych (MSSQL),1
Znajomość Entity Framework oraz architektury MVC lub MinimalAPI,1
Znajomość języka T-SQL lub PLSQL,1
umiejętność optymalizowania zapytań,1
Znajomość TypeScript na poziomie średniozaawansowanym (nie jest wymagana znajomość frameworków front end),1
Znajomość wzorców projektowych oraz umiejętność praktycznego ich wykorzystywania,1
Chęć poznania technologii frontendowych (pracujemy na Angular 19),1
Chęć rozwijania umiejętności implementowania rozwiązań AI,1
Doświadczenie w tworzeniu systemów klasy BPM,1
Znajomość technologii .NET (pracujemy na wersji .NET 9),1
Doświadczenie w tworzeniu aplikacji ASP.NET MVC / Minimal API,1
Znajomość frameworka Angular (także najnowszych wersji - API signal i resource),1
Znajomość biblioteki FastEndpoints,1
Znajomość stylu architektury RESTful,1
Doświadczenie w pracy z oprogramowaniem Jira,1
Znajomość biblioteki komponentów DevExtreme firmy DevExpress,1
Znajomość środowiska chmury Azure,1
DevExtreme,1
2 letnie doświadczenie zawodowe na podobnym stanowisku,1
Background in Zephyr RTOS development,1
Minimum 2 lata doświadczenia na stanowisku analityka,1
Znajomość obszaru finansów i bankowości,1
Rozumienie funkcjonowania systemów IT,1
Umiejętność prowadzenia warsztatów analitycznych z klientem celem zebrania wymagań biznesowych,1
Znajomość funkcjonowania relacyjnych baz danych,1
w tym znajomość języka SQL (poziom podstawowy),1
Umiejętność przygotowywania dokumentów,1
specyfikacji wymagań w projektach bankowych,1
Umiejętność sprawnego budowania długofalowych relacji z klientami,1
Wysokie kompetencje interpersonalne,1
Znajomość języka angielskiego w mowie i piśmie na poziomie zaawansowanym (B2/C1),1
Znajomość obszaru przeciwdziałania praniu pieniędzy (AML) bądź przeciwdziałania nadużyciom,1
Umiejętność posługiwania się narzędziami do wspierania projektowania systemów i procesów w IT (np. Enterprise Architect),1
samodzielność i umiejętność pracy zespołowej,1
Bardzo dobra organizacja pracy i umiejętność zarządzania projektami,1
Umiejętność tworzenia atrakcyjnych i angażujących treści,1
Komunikatywność i otwartość na nowe pomysły,1
Znajomość podstawy obsługi programów graficznych (np. Canva,1
Zdolność tworzenia krótkich wideo i znajomość aktualnych trendów w social mediach,1
Doświadczenie w montażu wideo (CapCut,1
InShot),1
znajomość ChatGPT i innych narzędzi AI,1
Doświadczenie w marketingu lub pracy w branży kreatywnej,1
tytuł doktora lub magistra z doświadczeniem zawodowym (informatyka,1
bardzo dobra znajomość Pythona (OOP,1
biblioteki: pandas,1
umiejętność tworzenia REST API,1
pracy z SQL,1
narzędziami do ETL,1
znajomość praktycznych zastosowań programowania w projektach biznesowych lub naukowych,1
znajomość Django/Flask,1
Xen,1
tytuł doktora (preferowany w dziedzinach zarządzania,1
informatyki lub pokrewnych) lub doświadczenie praktyczne w pracy analitycznej,1
doświadczenie dydaktyczne lub zawodowe w zakresie analizy danych w kontekście finansów,1
marketingu lub zarządzania,1
znajomość narzędzi takich jak Excel (Power Query),1
Tableau oraz narzędzi statystycznych (np. R,1
STATA),1
umiejętność interpretacji danych biznesowych oraz tworzenia analiz wspierających decyzje zarządcze,1
STATA,1
Znajomość zasad prowadzenia postępowań zakupowych zgodnie z obowiązującymi procedurami (w tym znajomość Wytycznych w zakresie kwalifikowalności wydatków),1
Umiejętność sporządzania dokumentacji finansowej i merytorycznej projektów,1
w szczególności pakietu MS Office (Word,1
Umiejętność pracy samodzielnej,1
Intermediate to senior level experience in a related role with commensurate,1
Doświadczenie zawodowe w realizacji projektów finansowanych ze środków zewnętrznych (np. UE,1
fundusze krajowe),1
Doświadczenie zawodowe w księgowości.,1
Wyksztalcenie średnie lub techniczne,1
Gotowość do pracy w systemie zmianowym (również w nocy i weekendy),1
Podstawowa znajomość narzędzi MS Office (m.in. Word,1
Umiejętność analitycznego i logicznego myślenia „przyczyna-skutek”,1
Umiejętność formułowania uwag i wniosków,1
łatwość uczenia się,1
Doświadczenie w pracy zmianowej na tym samym lub podobnym stanowisku,1
Znajomość pracy w systemach  ISO 9001,1
FSC 22000,1
Umiejętność obsługi narzędzi pomiarowych (np. mikrometr,1
waga,1
higrometr),1
Znajomość przetwórstwa tworzyw sztucznych,1
Znajomość systemu StreamSoft lub innego systemu ERP,1
Znajomość języka ukraińskiego i angielskiego,1
wykształcenie wyższe związane z technologią żywności,1
znajomość zasad i procedur związanych z systemem zarządzania jakością,1
uprawnienia audytora wewnętrznego,1
doświadczenie na stanowisku związanym z kontrolą jakości w branży spożywczej,1
znajomość metod i technik produkcji,1
Posiadanie zdanego egzaminu brokerskiego KNF - warunek konieczny,1
Doświadczenie w zakresie nadzoru szkodowego lub likwidacji szkód po stronie zakładu ubezpieczeń lub brokera ubezpieczeniowego,1
Wiedza w zakresie ubezpieczeń majątkowych oraz odpowiedzialności cywilnej,1
Znajomość przepisów prawa dotyczących działalności ubezpieczeniowej,1
Komunikatywność oraz umiejętność współpracy z klientem,1
w tym umiejętność stosowania się do procedur i wytycznych,1
Aktywność i zaangażowanie w wykonywaną pracę,1
Co najmniej 3-letnie doświadczenie na podobnym stanowisku po stronie brokera ubezpieczeniowego lub zakładu ubezpieczeń,1
Ukończone studia na kierunku prawo,1
Min. 5-letnie doświadczenie w pracy w obszarze HR oraz min. 2-letnie doświadczenie w zarządzaniu zespołem,1
Proaktywna postawa oraz naturalna chęć do działania na rzecz rozwoju procesów HR i wspierania potrzeb pracowników,1
z uwzględnieniem celów biznesowych organizacji,1
Umiejętność samodzielnego działania i podejmowania decyzji,1
połączona z gotowością do ponoszenia odpowiedzialności,1
Wysoko rozwinięte kompetencje interpersonalne oraz doskonałe umiejętności komunikacyjne,1
Umiejętność budowania i utrzymania relacji na różnych poziomach organizacji (od produkcji po Zarząd),1
Kreatywność i zdolność do niestandardowego podejścia w rozwiązywaniu wyzwań,1
Elastyczność w działaniu oraz umiejętność szybkiego i skutecznego reagowania na zmieniające się okoliczności,1
Znajomość j. angielskiego na poziomie komunikatywnym - min. B1,1
Doświadczenie w pracy w organizacji o profilu produkcyjnym,1
Minimum 2 lata doświadczenia w Marketing Automation/CRM,1
Znajomość narzędzi MA (Customer.io,1
Braze,1
Bloomreach,1
Klaviyo),1
Dobra znajomość HTML,1
doświadczenie w pracy z API będzie dodatkowym atutem,1
Podstawy SQL i Python/R do analizy danych,1
Umiejętność pracy z AI - pisanie promptów,1
wykorzystanie narzędzi AI,1
Myślenie analityczne i umiejętność prezentowania wyników,1
Doświadczenie w e-commerce,1
Znajomość narzędzi automatyzacji (Zapier,1
5-8 years of experience in industry,1
Bachelor’s or Master’s degree students (student ID holders),1
Large amounts of energy and enthusiasm,1
Real interest in human resources,1
especially Excel (Pivot table,1
Vlookup),1
Willingness to work in a team,1
Ability to set priorities,1
wykształcenie wyższe (lub ostatni rok studiów),1
preferowany kierunek: matematyka,1
wiedza z zakresu metod i narzędzi analizy ilościowej,1
statystycznej,1
umiejętność tworzenia raportów w Qlik Sense,1
znajomość przynajmniej jednego z języków programowania: R lub Python,1
co najmniej 2 lata doświadczenia w planowaniu kampanii marketingowych (zakup mediów,1
monitoring i optymalizacja kampanii),1
dobra znajomość struktury mediów na rynku polskim,1
praktyczna umiejętność analizy danych z wykorzystaniem takich wskaźników,1
jak: AFFINITY INDEX,1
GRP,1
CR,1
znajomość narzędzi: Gemius Megapanel,1
umiejętności wyraportowania danych z panelów reklamowych: Meta Ads,1
Display&Video 360,1
mile widziana znajomość: Adreal,1
Arianna,1
Monday by MS Office,1
a w szczególności Excel nie ma przed Tobą tajemnic,1
umiejętność budowania trwałych relacji z klientami oraz przedstawicielami mediów i odpowiedniego reagowania na pojawiające się wyzwania w tej współpracy,1
doświadczenie w tworzeniu prezentacji post-buy w tym umiejętność wyciągania wniosków i formułowania na ich podstawie rekomendacji co do przyszłych działań,1
otwartość i relacyjne podejście do pracy z klientem,1
wysoki poziom samodzielności i odpowiedzialności za powierzone zadania,1
doświadczenie w analizie systemowej,1
znajomość zagadnień z obszaru API,1
umiejętność definiowania wymagań funkcjonalnych i pozafunkcjonalnych dla systemów IT,1
(szczególnie UML i umiejętność modelowania powiązań między systemami),1
doświadczenie w tworzeniu dokumentacji produktowej,1
umiejętność tworzenia diagramów przepływu pracy,1
opisów przypadków użycia,1
historyjek użytkownika,1
przypadków i scenariuszy testowych,1
umiejętność facylitowania spotkań,1
pozyskiwania wymagań funkcjonalnych i pozafunkcjonalnych,1
zdolność do pracy w dynamicznym środowisku projektowym.,1
znajomość platform reklamowych np. Criteo,1
1-2 years people management experience,1
Knowledge of financial markets and multiple types of investment instruments including: Equity securities,1
Meta Ads.,1
znajomość platform do zarządzania Retail Media,1
wiedza z obszaru targetowania,1
programmatic advertising,1
SEM/SEO,1
umiejętność tworzenia makiet i znajomość narzędzi takich jak Figma,1
znajomość Azure DevOps i Confluence.,1
Retail Media,1
1+ years of AML/KYC/KYB/transaction monitoring professional experience within a financial services environment (EMI or Fintech experience is a significant advantage),1
Great understanding of local as well as global AML / KYC regulations (specific knowledge on the Netherlands and UK legal regulation is a strong plus),1
Experience with cryptocurrency market is a very significant advantage,1
Ability to get involved and take a hands-on approach to our business as usual tasks while we scale,1
Ability to manage various customers while maintaining a commitment to complying with the letter and spirit of laws and regulations,1
Bachelor and affinity with the financial sector (certified compliance education is a strong plus),1
Excellent English oral and written communication skills is a must,1
Be a self-starter,1
capable of working autonomously with minimal supervision,1
but also a team player at heart,1
An attitude and evidence of excellence. Not just saying,1
but showing in your everyday behaviours,1
a desire and necessity to continually improve us and yourself,1
We're looking for you to play an active role in enhancing our compliance framework. Your insights and strategic approach will be crucial in refining our practices,1
making them more efficient,1
and strengthening our compliance stance. Your attitude will motivate the team to maintain top-notch regulatory compliance,1
fostering a culture of excellence and innovation throughout our organization,1
We expect you to grow,1
both professionally and personally. We are going places,1
and we need the best people to develop into our future leaders,1
Znajomość branży energetycznej będzie dodatkowym atutem,1
Udokumentowane min. roczne doświadczenie w zarządzaniu zespołem,1
Wiedza i umiejętności na temat obsługi PLC (programowalnych sterowników logicznych),1
Uprawnienia energetyczne grup G1,1
G2,1
G3 będą dodatkowym atutem,1
Praca z centralnym systemem zarządzania procesem DCS (distributed control system) będzie dodatkowym atutem,1
Wykształcenie wyższe lub średnie branżowe (np. technolog drewna),1
Uprawnienia eksploatacyjne typ D nad obsługą urządzeń elektromagnetycznych (prasy,1
suszarnie,1
wentylatory,1
systemy odpylania),1
Rozwinięte umiejętności kierownicze – planowanie,1
monitorowanie oraz kontrola realizacji zadań w podległym zespole,1
Umiejętność pracy i podejmowania decyzji w dynamicznych warunkach,1
Gotowość pracy w systemie 3- zmianowym,1
4- brygadowym,1
Doświadczenie w branży przemysłu drzewnego lub innej branży produkcyjnej,1
Biegła znajomość obsługi komputera Ms Office,1
pozytywne nastawienia,1
Extensive knowledge of BCBS 239 principles and relevant banking regulations,1
including European regulations (CRR/CRD IV),1
especially chapters about regulatory standards/reporting in his/her task area.,1
Knowledge in banking products.,1
Master’s degree in finance,1
Mathematics or a related field. Advanced degrees or certifications (e.g.,1
CFA) are preferred.,1
Project Management & Leadership Skill.,1
Good Knowhow of state of the art IT infrastructure,1
Architecture and Reporting Principles.,1
Minimum 7 years of experience as consultant or project manager in the financial services industry or comparable or similar experience in banking of financial industry or in a regulatory reporting environment / risk data aggregation/ or strategic risk management context.,1
wykształcenie wyższe kierunkowe z zakresu zarządzania,1
europeistyki i kierunków pokrewnych lub politologii,1
bardzo dobra znajomość obsługi komputera (m.in. MS Word),1
doświadczenie w opracowywaniu wniosków o dofinansowanie z UE,1
w szczególności dla przedsiębiorców.,1
Fluency in German (at least B2 level),1
Fluency in English (at least B2 level),1
Knowledge of technical drawings and building plans,1
Project experience – nice to have,1
Analytical thinking skills and product quality assessment ability,1
Familiarity with Microsoft Dynamics and Microsoft 365,1
Willingness to travel occasionally (Switzerland,1
Germany,1
France),1
Proactive and independent work attitude,1
wykształcenie wyższe o profilu ekonomia,1
doświadczenie na podobnym stanowisku lub przy przeglądzie,1
opracowywaniu przepisów wewnętrznych Banku,1
znajomość obowiązujących przepisów z zakresu zarządzania kapitałem oraz ujawniania informacji dotyczących adekwatności kapitałowej – wytyczne i rekomendacje krajowe,1
rozporządzenia Komisji (UE),1
wytyczne EBA,1
znajomość pakietu MS Office: Word,1
wyciągania wniosków oraz proponowania rozwiązań,1
umiejętność podejmowania inicjatywy oraz nastawienie na realizację celów,1
komunikatywność oraz umiejętność pracy zespołowej,1
dokładność i wnikliwość.,1
min. 2-letnie doświadczenie w pracy jako HR Business Partner,1
