job_title,company,matched_job_skills,total_job_skills,match_ratio
Project Manager,Exim Tours,10,15,0.6666666666666666
Specjalista ds. Jakości i Bezpieczeństwa Żywności,PIEKARNIA ADAMPOL sp. z o.o.,5,12,0.4166666666666667
Specjalista ds. finansowo-księgowych,STEKOP SA,6,9,0.6666666666666666
Specjalista ds. Personalnych,BOS Automotive Products Polska Sp. z o.o,8,11,0.7272727272727273
Analityk baz danych,KANCELARIA PRAWNA HYPERION GAŁEK I GAŁAN Spółka Komandytowa,11,16,0.6875
Analityk Inwestycyjny M&A,Eneris Centrum Usług Wspólnych Sp. z o.o.,8,11,0.7272727272727273
Płatne Praktyki wakacyjne w BAKK,BAKK Sp. z o.o.,4,12,0.3333333333333333
Specjalista ds. handlu zagranicznego,WB Electronics S.A.,5,10,0.5
Specjalista ds. Business Intelligence,Centralny Port Komunikacyjny,11,15,0.7333333333333333
Analityk Biznesowy,Centralny Port Komunikacyjny,10,13,0.7692307692307693
Specjalista/ka ds. Controllingu,Wipasz S.A.,9,12,0.75
Specjalista ds. Zrównoważonego rozwoju,GOTEC PLUS SP.Z O.O.,8,12,0.6666666666666666
Plant Director,LHH Recruitment Solutions,5,8,0.625
Administrator IT,BTH IMPORT STAL Sp. z o. o.,19,30,0.6333333333333333
Operations Project Advisor,FedEx Express Poland sp. z o.o.,13,13,1.0
Marketing and Social Media Specialist,Blurify,0,4,0.0
Analityk Finansowy,Boryszew S.A. oddział MAFLOW,10,16,0.625
Ekspert ds. Kontrolingu Ubezpieczeń Majątkowych,GRUPA PZU,5,10,0.5
Kierownik ds. jakości,Grammer Automotive Polska Sp. z o. o.,7,10,0.7
Systems Operations Engineer,Advisory Group TEST Human Resources,10,25,0.4
Senior PHP Developer - Lider Technologiczny,UNITY-T GROUP sp. z o.o. sp.k.,18,34,0.5294117647058824
Inżynier Procesu,Mitsui High-tec (Europe) sp. z o.o.,7,13,0.5384615384615384
Technolog żywności - Chemik - suplementy diety,MŁYN OLIWSKI sp. z o.o.,7,17,0.4117647058823529
Performance Marketing Manager,Eurowork,0,0,0.0
Production Area Manager,LHH Recruitment Solutions,9,14,0.6428571428571429
Audytor / Audytorka IT,KRUK S.A.,13,21,0.6190476190476191
Category Manager (Supermarket),Empik S.A.,5,8,0.625
Specjalista/ka ds. digital marketingu,Toyota Walder,8,22,0.36363636363636365
HR Operations Global Delivery Specialist – Global Mobility,Hitachi Energy Services Sp. z o.o.,15,21,0.7142857142857143
Płatny Staż dla Analityka w Obszarze Handlu Energią,ENEA POWER&GAS TRADING SP. Z O.O.,7,12,0.5833333333333334
.NET Developer,VECTRA S.A.,9,18,0.5
Kierownik Zmiany Produkcyjnej,Dawtona Sp. z o.o.,6,9,0.6666666666666666
Business Analyst,Aviva Services Excellence Centre,8,10,0.8
Kierownik zakładu betoniarskiego,PROBET SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,3,6,0.5
Dyrektor Instalacji Bioetanolu (Techniczny/Produkcji),Arche Consulting Sp z o.o.,11,14,0.7857142857142857
Staż w Dziale People&Culture,JTI Polska sp. z o.o.,4,11,0.36363636363636365
Praca dla studenta/-ki Wsparcie Działu People & Culture (HR),Vorwerk Polska Sp. z o.o. Sp. K.,6,12,0.5
Kierownik malarni,Ramstal przedsiębiorstwo wielobranżowe,6,9,0.6666666666666666
Software Engineer - Tester,MTU Aero Engines Polska Sp. z o.o.,14,26,0.5384615384615384
Starsza Operatorka / Starszy Operator CNC,Pratt & Whitney Kalisz,6,10,0.6
Młodszy Analityk Ubezpieczeniowy,TUZ Towarzystwo Ubezpieczeń Wzajemnych,8,10,0.8
Liniowy Kontroler Jakości / Specjalista ds. Kontroli Jakości,CEFEA sp. z o.o. SPÓŁKA KOMANDYTOWA,4,5,0.8
Partnership Manager (Empik Bilety / Going.),Empik S.A.,9,14,0.6428571428571429
Specjalista ds. sprzedaży bezpośredniej,Fonia Telecom sp. z o.o.,3,7,0.42857142857142855
Product Manager,NEXT MOBILE P.S.A.,0,0,0.0
Junior HR Specialist with German,Fresenius Medical Care EMEA GBS SP. Z O.O.,6,10,0.6
Specjalistka / Specjalista ds. Energetycznych,Veolia Energia Poznań,16,23,0.6956521739130435
Dyrektor HR,Loconi Intermodal S.A.,14,25,0.56
Starszy Specjalista ds. Badań Klienckich,GRUPA PZU,15,21,0.7142857142857143
Młodszy Specjalista ds. Procesów HR z językiem niderlandzkim,Capgemini Polska,4,5,0.8
Marketing & Social Media Specialist,MEUME DESIGN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,4,15,0.26666666666666666
Koordynator / Koordynatorka ds. Rozwoju Produktów Kosmetycznych,SYLVECO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7,11,0.6363636363636364
Zastępca Dyrektora Generalnego,Tias Career Sp. z o.o.,4,8,0.5
Globalny Dyrektor Inżynieringu,Arche Consulting Sp z o.o.,14,20,0.7
Menadżer ds. projektów specjalnych,MEDIA OPERATOR sp. z o.o.,8,11,0.7272727272727273
"Junior AML Analyst with French - On-site, Bucharest",Concentrix CVG International Sp. z o.o.,0,0,0.0
Specjalista ds. produkcji,LUCKY UNION FOODS- EURO Sp. z o.o.,7,11,0.6363636363636364
Junior Software Tester,Smart4Aviation,7,11,0.6363636363636364
"Business Analyst - Mobility & Transportation, Consumer Goods, Construction",Aperam Stainless Services & Solutions Poland Sp. z o.o.,11,19,0.5789473684210527
Hostessa / Host,OEX Cursor S.A.,2,5,0.4
Senior Fullstack Developer,HEADFOUND GmbH,16,38,0.42105263157894735
Księgowy / Księgowa,"""VATTAX"" sp. z o.o.",1,5,0.2
Kierownik Produkcji,Moltton,6,8,0.75
Specjalista / Specjalistka ds. Skarbowości,SMYK,3,7,0.42857142857142855
Ekspert ds. cyfrowych,POLSKIE TOWARZYSTWO GOSPODARCZE,12,16,0.75
Product Manager / Junior Brand Manager,Grupa Mieszko,4,7,0.5714285714285714
Business Development & Marketing Senior Coordinator,WOLF THEISS P. DASZKOWSKI sp.k.,12,26,0.46153846153846156
Planista Sprzedaży,HALFING & PETERSEN,2,5,0.4
Specjalistka / Specjalista w Biurze Badań i Monitoringu Jakości,VeloBank S.A.,3,6,0.5
Rekruter / Rekruterka ze znajomością jęz. niemieckiego,SMART WORK SP. Z O.O.,7,8,0.875
Główny Spawalnik,DONAKO Sp. z o.o.,4,12,0.3333333333333333
Specjalista w Dziale Finansowym,Rządowa Agencja Rezerw Strategicznych,9,14,0.6428571428571429
Programista SQL,Walstead Central Europe,14,14,1.0
Kierownik Produkcji,KRX Work sp. z o.o.,8,9,0.8888888888888888
Laborant / Laborantka,APPOL BIS sp. z o.o.,8,13,0.6153846153846154
Specjalista ds. Rekrutacji i Rozwoju,Procam Polska Sp. z o.o.,13,33,0.3939393939393939
International Staffing Sales Manager - rynek niemiecki i holenderski,OPTEAMIC sp. z o.o.,5,7,0.7142857142857143
Ekspert ds. ubezpieczeń komunikacyjnych,Credit Agricole Ubezpieczenia,10,12,0.8333333333333334
Senior O+O Trade Activation Manager Lancome,L'Oréal,3,7,0.42857142857142855
Quality Expert - Centralized 3rd Party Manufacturing,dsm-firmenich,18,34,0.5294117647058824
Analityk/Analityczka Oceny Ryzyka,Żabka Polska,9,12,0.75
Specjalista ds. jakości - ½ etatu,Mother’s Protect,9,17,0.5294117647058824
Kierownik Operacyjny - Produkcja,Club Silesius,7,11,0.6363636363636364
Kierownik PC&L - Production Control & Logistic Manager,Nextbike Polska SA,8,14,0.5714285714285714
"Specjalista ds. Marketingu (B2B, B2C)",Riser Sp. z o.o.,3,13,0.23076923076923078
Młodsza Księgowa (k/m),HRK S.A.,4,7,0.5714285714285714
Manager/ka projektów unijnych,CENTRUM SZKOLEŃ I INNOWACJI SP. Z O.O.,5,8,0.625
Specjalista / Specjalistka ds. rekrutacji,FRANCEPOL,2,7,0.2857142857142857
Kierownik działu produkcji - Kierownik zakładu,STYROBUD B.T.K. Radomscy Sp.j.,12,16,0.75
Team Leader - Brygadzista produkcji,Favorite Gifts Print Europe Sp. z o.o.,4,5,0.8
Marketplace Specialist,TEZEUSZ Książkowy reCommerce,9,12,0.75
Asystent / Asystentka Analityka Kredytowego,Salomon Finance Sp. z o.o,4,7,0.5714285714285714
Brand Manager Dermokosmetyki,Aristo Pharma Spółka z ograniczoną odpowiedzialnością,6,9,0.6666666666666666
Investment Analyst,PANATTONI INCOME sp. z o.o.,10,21,0.47619047619047616
Rekruter / Rekruterka pracowników rosyjskojęzycznych,EUROSTONE GROUP sp. z o.o. sp. k.,9,11,0.8181818181818182
sprawny staż – inżynieria produkcji w McCormick,Integralia,7,10,0.7
sprawny staż w HR / marketingu w Toyota,Integralia,5,9,0.5555555555555556
Ekspert ds. Compliance Nowych Technologii,GRUPA PZU,4,8,0.5
Inżynier Produktu,SOME KSW sp. z o.o.,9,11,0.8181818181818182
Senior Graphic Designer,BIG FOUR Group | bfagencja pl,14,20,0.7
Performance Marketing Specialist / Digital Advertising Specialist,CONCEPT 101 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7,10,0.7
Specjalista /Specjalistka działu Technologii Odzieży oraz Kontroli Jakości,FAINA LIFESTYLE Sp. z o.o.,3,6,0.5
Kierownik ds. rozwoju rynku,RZEPISKO SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,0,0,0.0
HR Manager,SONGKE MAGNETIC MATERIAL POLAND sp. z o.o.,7,11,0.6363636363636364
Specjalista ds. Personalnych (m/k),HMT Heldener Metalltechnik Polska Sp. z o.o. & Co. Sp.K.,14,15,0.9333333333333333
Referent - specjalista ds. ryzyka kredytowego,Powiatowy Bank Spółdzielczy,6,11,0.5454545454545454
Inżynier jakości,SONGKE MAGNETIC MATERIAL POLAND sp. z o.o.,4,15,0.26666666666666666
Referent ds.obsługi klienta - kasjer,Powiatowy Bank Spółdzielczy,6,11,0.5454545454545454
Kierownik Zespołu (oprogramowanie bankowe),Asseco Poland S.A.,11,14,0.7857142857142857
Rekruter / Rekruterka,BEST HARVEST sp. z o.o.,7,15,0.4666666666666667
Specjalista ds. e-commerce / zarządzania bazą produktów,Edu-Książka Sp. z o.o.,4,6,0.6666666666666666
Software Test Analyst,FIS Technology Services Poland Sp. z o.o.,6,7,0.8571428571428571
Digital Marketing Specialist,Flint Group Polska sp. z o.o.,7,15,0.4666666666666667
Koordynator HR,EXACT SOLUTION ELECTRONICS sp. z o.o.,4,6,0.6666666666666666
Menadżerka / Menadżer ds. IT (Project Manager),ALDI Polska,4,12,0.3333333333333333
Kontroler analiz chemicznych - Laborant,LabStand Przedsiębiorstwo Produkcyjno-Usługowe Małgorzata Bebejewska,7,13,0.5384615384615384
Kierownik produkcji - technolog,PIANFOL sp. z o.o.,4,6,0.6666666666666666
Programmer Analyst,FIS Technology Services Poland Sp. z o.o.,14,41,0.34146341463414637
Specjalista / Specjalistka ds. koordynacji projektów konsultingowych,Budoserwis Z.U.H. Sp. z o.o.,17,23,0.7391304347826086
Inspektor ds. urządzeń technicznych,Urząd Dozoru Technicznego,21,37,0.5675675675675675
Analityk finansowy,CGO FINANCE sp. z o.o.,4,5,0.8
Programmer Analyst Senior,FIS Technology Services Poland Sp. z o.o.,15,39,0.38461538461538464
Technolog,Millano Group,8,10,0.8
Project Manager,DSV GBS,5,10,0.5
Global M365 Adoption Specialist,OPmobility,11,13,0.8461538461538461
Senior Operation Specialist (f/m),Axpo Polska sp. z o.o.,10,16,0.625
Specjalista ds. Danych Podstawowych,Wawel SA,5,10,0.5
Menedżer ds. Partnerów Handlowych,Elavon Financial Services,8,14,0.5714285714285714
Digital Marketing Specialist,Pietrzak spółka z o.o.,5,10,0.5
Menadżer Jakości/ Quality Manager,Bestfoods Polska Sp. z o.o.,7,14,0.5
Inżynier procesu wtrysku/wytłaczania,Balton Sp. z o.o.,12,15,0.8
Kierownik,INSTALBUD Sp. z o.o.,0,0,0.0
Ekspertka / Ekspert ds. kampanii zdalnych,PKO Leasing S.A.,7,14,0.5
Performance Specialist,SIGMA BIS SPÓŁKA AKCYJNA,4,9,0.4444444444444444
Kontroler Jakości,Stanpol-Impex Janusz Stróżyk,5,6,0.8333333333333334
Administrator DB2,CENTRUM KART S A,10,16,0.625
Analityk biznesowy,Millennium Leasing Sp. z o. o.,20,28,0.7142857142857143
Technical Delivery Manager - full remote,LHH Recruitment Solutions,8,13,0.6153846153846154
Product Manager,KUPIEC Sp. z o.o.,8,10,0.8
Fund Contract Management Senior Analyst (German Speaker),Universal-Investment-Gesellschaft mit beschränkter Haftung,10,15,0.6666666666666666
Mistrz Produkcji,Moltton,2,9,0.2222222222222222
Ground Segment Project Manager for Earth Observation Missions,CREOTECH INSTRUMENTS S.A.,19,33,0.5757575757575758
Specjalista ds. regulacji i zarządzania jakością,NOVAMED.PL SPÓŁKA AKCYJNA,3,9,0.3333333333333333
Kontrolerka / Kontroler Jakości,DIVERSE,4,6,0.6666666666666666
Specjalista ds. kontroli jakości,WYTWÓRNIA PASZ BŁOTNICA sp. z o.o.,5,6,0.8333333333333334
Starszy Inżynier ds. Zapewnienia Jakości,NES Fircroft,7,15,0.4666666666666667
Junior Economic Sanctions Analyst,Elavon Financial Services,10,24,0.4166666666666667
Analityk Biznesowy,Polkomtel Sp. z o.o.,23,37,0.6216216216216216
Kierownik Produktu,GTX POLAND Sp. z o.o. Sp.k.,10,12,0.8333333333333334
IT Business Partner - Procesy Biznesowe (m/k),Budimex SA,15,18,0.8333333333333334
Specjalista ds. lean management,PHILLIPS EUROPE SP. Z O.O.,7,11,0.6363636363636364
Specjalista ds. Jakości Dostawców,MAHLE AFTERMARKET GMBH Sp. z o.o.,4,7,0.5714285714285714
Ekspertka/Ekspert Analiz Franczyzowych,Żabka Polska,6,11,0.5454545454545454
Młodszy audytor energetyczny,ENERGY SAVER GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,2,7,0.2857142857142857
Technical Project Manager,DSV GBS,9,14,0.6428571428571429
Specjalista ds. Trade Finance,FAMUR (Grenevia S.A),8,16,0.5
Ambasador Marki,LORD IWONA KAFARSKA,2,5,0.4
Młodszy specjalista ds. współpracy z agencjami pracy tymczasowej,Stokrotka Sp. z o.o.,5,7,0.7142857142857143
Inżynier Jakości,Eberspächer Catem Poland Sp. z o.o.,8,20,0.4
Analityk Finansowy,UNIMOT S.A.,5,9,0.5555555555555556
Kierownik Magazynu,Pex Defence Polska Janusz Kania,4,7,0.5714285714285714
"Koordynator ds. kontroli, sprawozdawczości, rozliczeń",DOLNOŚLĄSKA AGENCJA WSPÓŁPRACY GOSPODARCZEJ sp. z o.o.,5,12,0.4166666666666667
Junior Global Compensation & Benefits Analyst,Mettler-Toledo Sp. z o.o.,4,10,0.4
Specjalista(-tka) compliance,Santander Bank Polska,12,15,0.8
Oficer compliance,Santander Bank Polska,12,16,0.75
Kierownik zmiany,STOELZLE LAUSITZ POLAND sp. z o.o.,11,13,0.8461538461538461
Specjalista ds. jakości mebli,"Akord Fabryka Mebli M. Zając, W. Zając spółka komandytowo-akcyjna",12,17,0.7058823529411765
Processing System Application Administrator,Raiffeisen Bank International AG (Spółka Akcyjna) Oddział w Polsce,5,12,0.4166666666666667
Tłumacz/ka koreańsko-polski,Samsung Electronics Poland Manufacturing Sp. z o.o.,4,5,0.8
Financial Planning & Analysis Manager,EMBS SP. Z o. o.,6,15,0.4
Mistrz - Technolog,BIOTON S.A.,9,16,0.5625
Marketing and Sales Intern,"Anchor Express, Inc",3,8,0.375
Specjalista ds. kadr i płac,Alterga S.A.,5,11,0.45454545454545453
Brand Assistant,SWISS,5,5,1.0
Kierownik Projektów w Biurze Projektów i Programów Transformacyjnych,Bank Pekao,9,14,0.6428571428571429
Staż Banking Champions 2025 - Biuro Finansowania Nieruchomości Komercyjnych,Bank Pekao,9,15,0.6
Growth Manager,LITE E-COMMERCE sp. z o.o.,9,19,0.47368421052631576
Administrator/ka systemów IT,NASK,14,33,0.42424242424242425
Młodszy specjalista ds. Zintegrowanego Systemu Zarządzania - ZSZ,UNIMET AUTOMOTIVE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ SPÓŁKA KOMANDYTOWA,4,10,0.4
Kierownik Działu Rozwoju i Nowych Projektów,"""SERIX"" WALDEMAR KITALA",11,13,0.8461538461538461
Analityk w zespole controllingu (m/k/n),CTDI Poland Sp. z o.o.,5,8,0.625
Financial / Production Controller EMEA,OETIKER POLSKA sp. z o.o.,8,19,0.42105263157894735
Manager ds. marketingu,WINS LAB sp. z o.o.,6,6,1.0
Rekruter z językiem rumuńskim,BLM Express Sp. z o.o.,4,8,0.5
Technolog produkcji,Inter-Solar Sp. z o.o.,5,8,0.625
Technolog produkcji,"""HUZAR"" sp. z o.o.",5,6,0.8333333333333334
Finance Business Partner,Echo Investment S.A.,6,11,0.5454545454545454
Rekruter / Rekruterka,HRLEASING Agencja Pracy Tymczasowej Jakub Arnold,0,0,0.0
HR Manager / Head of People,Locon Sp. z o.o.,5,11,0.45454545454545453
IT Analyst,CFO SOLUTIONS sp. z o.o.,13,25,0.52
Analityk finansowy,STOŁECZNE CENTRUM OPIEKUŃCZO-LECZNICZE sp. z o.o.,13,18,0.7222222222222222
Business Analyst - Engineering Systems,Hitachi Energy Poland Sp. z o.o.,8,16,0.5
Supplier Quality Engineer,3Shape Poland Sp. z o.o.,7,12,0.5833333333333334
Konsultant/ka ds. Utrzymania i Rozwoju Systemów,Grupa DBK,10,11,0.9090909090909091
Specjalista / Specjalistka ds. marketingu i sprzedaży,CENTRUM MEDYCZNE POPULARNA BEDNARCZYK sp.k.,4,7,0.5714285714285714
Specjalistka / Specjalista ds. Aktuariatu,Compensa Towarzystwo Ubezpieczeń S.A. Vienna Insurance Group,8,12,0.6666666666666666
Administrator Baz Oracle,EXORIGO UPOS S.A.,11,18,0.6111111111111112
Inżynier ds. przygotowania produkcji,WEISENBURGER DEVELOPMENT GRUPA VAT,2,3,0.6666666666666666
Delivery Manager,Smart Factor Sp. z o.o.,16,21,0.7619047619047619
Kierownik produkcji - produkcja mebli na wymiar,"ART.EXPO D.SIKORSKI, M.SIKORSKI sp.j.",6,8,0.75
Chiesi na start – Program Stażowy w Dziale HR,Chiesi Poland Sp. z o.o.,2,9,0.2222222222222222
Inżynier Procesu,LIGWAN sp. z o.o.,8,14,0.5714285714285714
Lead Analyst - Fund Operations,Innocap Poland Sp. z o.o.,6,18,0.3333333333333333
Koordynator / Koordynatorka produkcji w drukarni,Grupa FKD Sp. z o.o.,7,15,0.4666666666666667
Senior C# Developer,NMG S.A.,5,9,0.5555555555555556
Performance Marketing Specialist,x-kom sp. z o.o.,6,19,0.3157894736842105
Manager ds. marketingu,TOPPING WORK EUROPE sp. z o.o.,1,6,0.16666666666666666
Kierownik Obszaru Produkcyjnego / Zastępca Kierownika Produkcji - Medical Devices,LHH Recruitment Solutions,7,10,0.7
Dyrektor ds. marketingu,DOBRA SZKOŁA,8,10,0.8
Tester oprogramowania – specjalista ds. walidacji,OPTOPOL Technology Sp. z o.o. - Bogdani,13,19,0.6842105263157895
Specjalista ds. Administracyjno-Biurowych,Call Center House Sp. z o.o.,7,11,0.6363636363636364
Data Analyst with Italian or/and Spanish,Antal SSC/BPO,6,10,0.6
Kierownik Zbrojarni (prefabrykaty żelbetowe),ADAMIETZ sp. z o.o.,6,8,0.75
Specjalista/ka ds. legalizacji pobytu i zatrudnienia cudzoziemców w Polsce,Express Relocations Sp. z o.o.,14,20,0.7
"Samodzielny Specjalista ds. Marketingu, PR i Social Mediów",MALINOWSKI & PARTNERS Bogdan Malinowski,3,15,0.2
Specjalista ds. Marketingu,MARILYN Sp. z o.o. - Sp. k.,3,8,0.375
Specjalista ds. Kontroli Jakości,Famed Łódź S.A. Fabryka Aparatury Elektromedycznej,4,10,0.4
Specjalista / Specjalistka ds. Finansów,OT LOGISTICS S.A.,7,14,0.5
Inżynier procesu,SL Poland Sp. z o.o.,5,11,0.45454545454545453
Specjalista ds. marketingu,ASTRAFOX Sp. z o.o.,5,20,0.25
Kupiec - Asystent Projektu,Kabel-Technik-Polska Spółka z o.o.,7,13,0.5384615384615384
Sustainability Analyst - German Speaker,EcoVadis Polska Sp. z o. o.,5,15,0.3333333333333333
Sustainability Analyst,EcoVadis Polska Sp. z o. o.,6,16,0.375
HR Business Partner,"""GALAN LOGISTICS"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",0,0,0.0
Junior Brand Manager w kanale medycznym,NUTRICIA Polska,7,16,0.4375
Trade Marketing Specialist,STADA Sp. z o.o.,7,14,0.5
Software developer,ELEKTRONIKA S.A.,11,19,0.5789473684210527
Analityk IT (f/m/d),Allianz,20,27,0.7407407407407407
Specjalista ds. rozliczeń,PEKABEX,5,9,0.5555555555555556
Specjalista / Specjalistka ds. kontrolingu produkcji,Prettl Adion Polska Sp. z o.o.,7,11,0.6363636363636364
Ekspert ds. Ryzyka Finansowego,LeasingTeam Professional,16,26,0.6153846153846154
Analityk/-czka ds. zarządzania ryzykiem płynności,PEOPLE,12,16,0.75
Członek zarządu - Dyrektor techniczny,Orzeł S.A.,6,13,0.46153846153846156
Specjalista ds. marketingu i sprzedaży inwestycji deweloperskich,Spółdzielnia Mieszkaniowa WOLA,3,6,0.5
Starszy Asystent ds. przetargów,DOHWA Polska Sp. z o.o. Sp. komandytowa,5,11,0.45454545454545453
Młodszy specjalista HR,Adecco Poland Sp. z o.o.,7,9,0.7777777777777778
Kontroler Jakości,ChM sp. z o.o.,3,4,0.75
Programista SQL,Asseco Business Solutions S.A.,16,26,0.6153846153846154
Specjalista ds. Sprzedaży i Marketingu NieruchomościI,GOLDMAR PROPERTY sp. z o.o.,5,10,0.5
Technolog przetwórstwa spożywczego,MANUFAKTURA DOBRA sp. z o.o.,7,12,0.5833333333333334
Specjalista ds. Planowania Brygad,Danwood S.A.,7,9,0.7777777777777778
Web Analyst,Domator24.com,7,16,0.4375
Inżynier ds. rozwoju i wsparcia technicznego,Chiorino Sp. z o.o.,5,7,0.7142857142857143
Specjalista ds. rekrutacji i szkoleń,Meden-Inmed Sp. z o.o.,5,6,0.8333333333333334
Specjalista ds. planowania produkcji,Chiorino Sp. z o.o.,5,6,0.8333333333333334
Brand & Communications Expert | Global Role,ETERNIS,7,13,0.5384615384615384
Rekruter Podwykonawców Budowlanych,ACB OFFICE Sp. z o.o.,0,0,0.0
Performance Marketing Specialist | Global Role,ETERNIS,8,30,0.26666666666666666
"Application Software Developer (VB.NET, C#)",NES Fircroft,15,24,0.625
Mistrz Rekrutacji i Nadzorca Dokumentacji Podwykonawczej,ACB OFFICE Sp. z o.o.,0,0,0.0
Digital Technical Manager for Manufacturing,NUTRICIA Zakłady Produkcyjne Sp. z o.o.,8,21,0.38095238095238093
Młodszy specjalista/ka ds. AI i innowacyjnych algorytmów podatkowych,PITAX sp. z o.o.,15,28,0.5357142857142857
Specjalista ds. Planowania i Analiz,Danwood S.A.,9,12,0.75
Kierownik produkcji,FLUFFY FRIENDS LAB S.A.,3,4,0.75
Główny Specjalista ds. Budżetowania HR,GRUPA PZU,6,11,0.5454545454545454
Systems Consultant,DOVISTA Polska,8,18,0.4444444444444444
Specjalista ds. Jakości Dostawców,Moltton,8,11,0.7272727272727273
Analityk kredytowy / Ekspert (segment klienta strategicznego),Bank Pekao,9,13,0.6923076923076923
Specjalista ds. e commerce,LHH Recruitment Solutions,4,9,0.4444444444444444
Chief Technology Officer/Director of Engineering,LHH Recruitment Solutions,3,5,0.6
Specjalista ds. Finansów i Projektów IT,Energa Informatyka i Technologie Sp. z o.o.,13,16,0.8125
IT DevOps Engineer,Robert Bosch Sp. z o.o.,14,33,0.42424242424242425
Creative Project Coordinator,DDB Warszawa Sp. z o.o.,6,9,0.6666666666666666
Starszy/a konsultant/ka ds. dotacji,CRIDO,6,10,0.6
Specjalista ds. jakościowej obsługi klienta,Bericap Polska Sp. z o.o.,7,11,0.6363636363636364
Staż w Dziale Brand Marketingu,JTI Polska sp. z o.o.,10,12,0.8333333333333334
Kierownik Działu Kadr i Płac,BBHR SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8,16,0.5
Specjalistka / Specjalista ds. realizacji projektów UE,ECDF Dotacje sp. z o.o. sp. k.,8,12,0.6666666666666666
Dyrektor(-ka) Biura Finansowania Strukturyzowanego,Santander Bank Polska,14,21,0.6666666666666666
Ekspertka / Ekspert w departamencie monitoringu i cyfryzacji procesu kredytowego,PKO Bank Polski SA,11,21,0.5238095238095238
Business Development Manager-Associate Director,Gremi Personal Sp. z o.o.,2,5,0.4
Analityk Biznesowo-Systemowy IT,Medicover,28,38,0.7368421052631579
Specjalista ds. Trendów i Rozwoju Kolekcji / Fashion Concept Developer / Trend Forecaster,CONCEPT 101 SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8,19,0.42105263157894735
Specjalista ds. Systemów,Aircom Group,6,10,0.6
Konsultant ds. Wdrożeń ERP,KONSULTANT KOMPUTER,12,21,0.5714285714285714
Placement officer with sales role,Holt Doctors Ltd Sp. z o. o. oddzial w Polsce,6,13,0.46153846153846156
Kierownik działu Drewna i Lakierni,KEYLITE RW POLSKA Sp. z o.o.,7,10,0.7
Data Analyst - Supplier Quality,Michael Page,12,13,0.9230769230769231
Inżynier Procesu,Randstad Polska Sp. z o.o.,6,9,0.6666666666666666
Specjalista ds. ciągłego doskonalenia,Woodeco Sp. z o.o.,3,6,0.5
Specjalista / Specjalistka ds. Marketingu marki Porsche (f/m/d),Porsche Inter Auto Polska Sp. z o.o.,9,15,0.6
Marketing Manager,Blackpartners Sp. z o.o.,3,15,0.2
Recruiting & Business Manager Warszawa,LEADINGFINANCE POLSKA sp. z o.o.,9,13,0.6923076923076923
Ekspert ds. Planowania i Zakupu Mediów Digital,Carrefour Polska Sp z o.o.,5,14,0.35714285714285715
Senior Commercial Officer,Weegree,4,7,0.5714285714285714
Kierownik Działu Marketingu,Twój Lekarz w Warszawie,4,6,0.6666666666666666
Major Incident Manager with German,Capgemini Polska,12,20,0.6
Remote Recruiter Freelancer (Consultant ReX),ReX Recruitment Exchange,3,7,0.42857142857142855
Senior IT Recruiter,Helprise,0,0,0.0
Kierownik warsztatu,GOSPODARSTWO ROLNE JAN KASZTELAN,3,4,0.75
Dyrektor generalny / Dyrektorka generalna,CS POLAND CENTRUM-SPORT sp. z o.o.,4,8,0.5
Brygadzista - Kierownik produkcji,Mączka Sp. z o.o.,7,11,0.6363636363636364
Specjalista ds. Social Media,DIG NET sp. z o. o. sp. k.,8,22,0.36363636363636365
Menedżer(-ka) ds. rozwoju produktów kredytowych,Santander Bank Polska,6,8,0.75
Performance Marketing Manager,SUBKO & CO sp. z o.o.,15,48,0.3125
Analityk finansowy,FCC Polska Sp. z o.o.,6,9,0.6666666666666666
Brygadzista,Winkelmann Automotive Poland Sp. z o. o.,9,12,0.75
Chapter Lead / IT Manager (.NET/C#),KRUK S.A.,9,15,0.6
Analityk Biznesowy / Analityczka Biznesowa,KRUK S.A.,12,25,0.48
Inżynier jakości,Neks Sp. z o.o.,12,18,0.6666666666666666
Inżynier Procesu,"""VOESTALPINE ROTEC"" sp. z o.o.",4,11,0.36363636363636365
Kierownik Wytwórni Betonu,BT Topbeton Sp. z o.o.,1,7,0.14285714285714285
Kierownik produkcji,BIAŁA CEBULA PL S.C.,5,8,0.625
Specjalista ds. kadr i płac,EWL GROUP,5,12,0.4166666666666667
Menedżer Inwestycyjny,Towarzystwo Funduszy Inwestycyjnych PZU SA,11,18,0.6111111111111112
Lider Jakości Projektu,Stadler Polska Sp. z o.o.,6,11,0.5454545454545454
